listing-location,location_encoded,bed,bath,listing-floorarea,listing-floorarea 2,price
"Tangsel, Serpong, Tangerang Selatan, Banten",13,2.0,2.0,60.0,18333333.0,16500000.0
"discovery bintaro, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,162.0,24814815.0,33500000.0
"BSD City, BSD, Tangerang Selatan, Banten",1,4.0,3.0,100.0,24404762.0,20500000.0
"Sektor 9 bintaro jaya / vvia, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,150.0,16086957.0,37000000.0
"jl.palem putri ciputat, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,94.0,21126761.0,15000000.0
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,180.0,22321429.0,50000000.0
"Serpong Park Tangerang Selatan, Serpong Utara, Tangerang Selatan, Banten",14,3.0,2.0,90.0,8189655.0,
"jl.palem puri, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,91.0,23809524.0,15000000.0
"pamulang timur, Pamulang, Tangerang Selatan, Banten",11,2.0,2.0,106.0,11792453.0,
"Discovery, Bintaro, Tangerang Selatan, Banten",2,5.0,5.0,150.0,27777778.0,37500000.0
"ciputat timur, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,5.0,396.0,10888889.0,24500000.0
"pisangan ciputat timur, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,5.0,396.0,10888889.0,24500000.0
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,300.0,33050847.0,58500000.0
"Jalan Ir. Juanda, Ciputat, Tangerang Selatan, Banten",6,4.0,5.0,396.0,10222222.0,23000000.0
"Jl. Raflesia - Puspita Loka, Bumi Serpong Damai, Serpong, Tangerang Selatan, Banten",13,7.0,5.0,600.0,14666667.0,55000000.0
"Pamulang, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,50.0,9754098.0,
"BSD, Tangerang Selatan, Banten",1,3.0,3.0,160.0,10884354.0,16000000.0
"Jl medang, Serpong, Tangerang Selatan, Banten",13,4.0,3.0,144.0,32142857.0,27000000.0
"Bintaro, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,55.0,10000000.0,
"JL. Medang, Serpong, Tangerang Selatan, Banten",13,4.0,3.0,161.0,32291667.0,31000000.0
"bintaro sektor 7, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,365.0,32565789.0,99000000.0
"graha raya bintaro, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,112.0,20588235.0,14000000.0
"graha raya bintaro, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,112.0,20588235.0,14000000.0
"bintaro sektor 7, Bintaro, Tangerang Selatan, Banten",2,6.0,4.0,400.0,19411765.0,66000000.0
"BSD, Tangerang Selatan, Banten",1,5.0,4.0,350.0,26250000.0,73500000.0
"Legok raya, Gading Serpong, Tangerang Selatan, Banten",8,2.0,1.0,36.0,4216667.0,
"Legok raya, Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,60.0,9060000.0,
"Bintaro, Tangerang Selatan, Banten",2,6.0,3.0,350.0,13600000.0,34000000.0
"Jl pinang, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,45.0,11904762.0,
"bintaro sektor 7, Bintaro, Tangerang Selatan, Banten",2,6.0,4.0,400.0,19411765.0,66000000.0
"Jalan Ciater Raya, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,65.0,15000000.0,
"Jalan Ciater Raya, BSD, Tangerang Selatan, Banten",1,3.0,2.0,65.0,15000000.0,
"permata extension, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,150.0,19847328.0,26000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,60.0,10952381.0,
"Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,9.0,7.0,430.0,16500000.0,66000000.0
"Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,90.0,16190476.0,17000000.0
"Camar Bintaro Sektor 3, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,123.0,7916667.0,38000000.0
"Oasis Bintaro, Pondok Aren, Tangerang Selatan, Banten",12,1.0,1.0,60.0,17454545.0,
"Kebayoran Residence, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,249.0,28186275.0,57500000.0
"Guriloka Bsd, BSD, Tangerang Selatan, Banten",1,6.0,5.0,350.0,7847082.0,39000000.0
"Jl. Maleo Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",2,6.0,4.0,250.0,19774011.0,35000000.0
"Jl Taman Bunga, Ciputat, Tangerang Selatan, Banten",6,4.0,4.0,100.0,14375000.0,23000000.0
"Griya sutera, Serpong Utara, Tangerang Selatan, Banten",14,2.0,2.0,86.0,13725490.0,14000000.0
"Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,132.0,26333333.0,15800000.0
"Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,74.0,17500000.0,14000000.0
"bsd city, Serpong Utara, Tangerang Selatan, Banten",14,4.0,6.0,255.0,34027778.0,49000000.0
"bsd city, Pondok Aren, Tangerang Selatan, Banten",12,4.0,6.0,255.0,34027778.0,49000000.0
"Pamulang, Tangerang Selatan, Banten",11,2.0,2.0,40.0,13484848.0,
"Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,55.0,12045455.0,
"Bintaro, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,55.0,10000000.0,
"Cluster La vintage, De Latinos, BSD, Tangerang Selatan, Banten",1,4.0,4.0,273.0,18750000.0,45000000.0
"Naira Residence Ciater Tangerang Selatan, BSD, Tangerang Selatan, Banten",1,3.0,2.0,65.0,21250000.0,17000000.0
"Jl. Sutera feronia, Serpong Utara, Tangerang Selatan, Banten",14,4.0,2.0,200.0,23529412.0,28000000.0
"nusa loka BSD, BSD, Tangerang Selatan, Banten",1,4.0,3.0,240.0,21532847.0,29500000.0
"Villa Selecta Ciater Tangerang Selatan, BSD, Tangerang Selatan, Banten",1,2.0,1.0,70.0,11111111.0,12000000.0
"The Icon BSD City, BSD, Tangerang Selatan, Banten",1,5.0,4.0,138.0,26041667.0,25000000.0
"Tanakayu Chava BSD City, BSD, Tangerang Selatan, Banten",1,3.0,3.0,126.0,32142857.0,27000000.0
"Jl.Cendana, pondok miri, rawakalong, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,36.0,7920635.0,
"Jl.cendana ,rawakalong, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,36.0,7920635.0,
"Jl.Cendana, pondok miri, rawakalong, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,36.0,7920635.0,
"Discovery Cielo Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,110.0,23809524.0,25000000.0
"Jl.Cendana , Pamulang, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,36.0,7920635.0,
"Jl.Cendana rawakalong gn.sindur, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,36.0,7920635.0,
"Jl.cendana rawakalong nempel villa pamulang, Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,36.0,7920635.0,
"Jl.Cendana , Pamulang, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,36.0,7920635.0,
"Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,70.0,20000000.0,10000000.0
"gading serpong, Pondok Aren, Tangerang Selatan, Banten",12,3.0,3.0,102.0,32500000.0,26000000.0
"gading serpong, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,102.0,32500000.0,26000000.0
"jalan inpres, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,66.0,12150000.0,
"jalan lele 5, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,66.0,13333333.0,
"Bintaro, Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,152.0,21705426.0,28000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,130.0,25000000.0,30000000.0
"Jl Red Diamond, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",13,3.0,3.0,123.0,20833333.0,30000000.0
"Jl bambu apus pamulang tangsel, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,50.0,9754098.0,
"Bintaro, Tangerang Selatan, Banten",2,6.0,5.0,300.0,10600000.0,53000000.0
"Pakujaya, Fortune, Alam Sutera, Tangerang Selatan, Banten",0,2.0,1.0,40.0,14000000.0,
"Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,250.0,11049724.0,40000000.0
"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,200.0,26548673.0,30000000.0
"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,234.0,20000000.0,50000000.0
"Pondok Karya, Pondok Aren, Pondok Aren, Tangerang Selatan, Banten",12,4.0,3.0,180.0,7500000.0,15000000.0
"gading serpong, BSD, Tangerang Selatan, Banten",1,3.0,2.0,92.0,28571429.0,24000000.0
"gading serpong, Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,92.0,28571429.0,24000000.0
"Jl.bambu apus serua ciputat, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,36.0,12000000.0,
"The Green BSD, BSD, Tangerang Selatan, Banten",1,3.0,3.0,150.0,22500000.0,27000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,2.0,160.0,13750000.0,16500000.0
"Gading Serpong kelapa dua Tangerang Selatan, Gading Serpong, Tangerang Selatan, Banten",8,2.0,1.0,54.0,12083333.0,
"Bintaro, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,55.0,10000000.0,
"Graha Raya Cluster Fedora, Serpong Utara, Tangerang Selatan, Banten",14,2.0,1.0,89.0,12923077.0,25200000.0
"Jl Kademangan Kec Setu, BSD, Serpong, Bintaro, BSD, Tangerang Selatan, Banten",1,3.0,3.0,72.0,12500000.0,
"Puyuh Timur, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,150.0,20000000.0,18000000.0
"Jl al husainy kp parigi bsd, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,45.0,10460317.0,
"jl al husainy kp parigi bsd, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,45.0,11111111.0,
"Jl al husainy kp parigi bsd, Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,45.0,11111111.0,
"Jl al husainy kp parigi bsd, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,45.0,11111111.0,
"jl al husainy kp parigi BSD, Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,45.0,11095238.0,
"Jl Al Husainy Dekat Polres Tangsel BSD, BSD, Tangerang Selatan, Banten",1,3.0,2.0,45.0,10153846.0,
"Jl Al Husainy Dekat Polres Tangsel BSD, BSD, Tangerang Selatan, Banten",1,3.0,2.0,45.0,10138462.0,
"Jl Al Husainy Dekat Polres Tangsel BSD, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,45.0,10138462.0,
"De latinis bsd city, BSD, Tangerang Selatan, Banten",1,3.0,3.0,200.0,22511848.0,47500000.0
"Jl. Ciwaru Tenjo Tangerang, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,42.0,5454546.0,
"Nusa Loka BSD, Serpong, Tangerang Selatan, Banten",13,3.0,1.0,62.0,16111111.0,14500000.0
"Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,150.0,16101695.0,19000000.0
"Kencana Loka BSD Tangerang Selatan, BSD, Tangerang Selatan, Banten",1,3.0,2.0,95.0,15079365.0,19000000.0
"Cluster Residance 39 Pondok Ranji Bintaro, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,162.0,18877551.0,18500000.0
"Ciputat Timur, Tangerang Selatan, Banten",7,5.0,4.0,274.0,14634146.0,54000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,206.0,26562500.0,42500000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,178.0,25714286.0,36000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,5.0,3.0,160.0,11000000.0,22000000.0
"Alam Sutera, Tangerang Selatan, Banten",0,2.0,2.0,90.0,14705882.0,15000000.0
"jl.lele 5, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,65.0,14983333.0,
"jl.unta raya no 45, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,72.0,26177500.0,15706500.000000002
"Mahagoni graha raya, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,98.0,18333333.0,19800000.0
"Tria Adara Ciater Tangerang Selatan, Pamulang, Tangerang Selatan, Banten",11,2.0,2.0,50.0,14705882.0,
"Discovery flamine, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,220.0,24000000.0,36000000.0
"Maleo, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,150.0,25000000.0,27000000.0
"Alam Sutera, Tangerang Selatan, Banten",0,4.0,3.0,230.0,21875000.0,35000000.0
"Kebayoran Village Bintaro, Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,344.0,17204301.0,32000000.0
"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,234.0,20000000.0,50000000.0
"Lengkong wetan serpong tangerang Selatan, BSD, Tangerang Selatan, Banten",1,7.0,5.0,801.0,25812620.0,270000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,250.0,23446328.0,41500000.0
"Kencana Loka BSD, BSD, Tangerang Selatan, Banten",1,4.0,3.0,180.0,20454545.0,27000000.0
"Bintaro, Bintaro, Tangerang Selatan, Banten",2,5.0,6.0,350.0,27058824.0,69000000.0
"Puspita Loka, BSD, Serpong, Tangerang selatan, BSD, Tangerang Selatan, Banten",1,6.0,6.0,400.0,11333333.0,68000000.0
"Lengkong Wetanm Serpong, Tangerang Selatan, BSD, Tangerang Selatan, Banten",1,8.0,8.0,500.0,17676768.0,175000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,140.0,19791667.0,19000000.0
"Puspita Looka, BSD,Tangerang Selatan, BSD, Tangerang Selatan, Banten",1,5.0,4.0,220.0,19333333.0,29000000.0
"BSD, Tangerang Selatan, Banten",1,2.0,2.0,59.0,9523810.0,
"JL Melati , Bumi Bintaro Permai, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,200.0,8881579.0,27000000.0
"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,200.0,26548673.0,30000000.0
"Cirendeu, Ciputat Timur, Tangerang Selatan, Banten",7,3.0,3.0,250.0,10000000.0,24000000.0
"Villa Cinere Mas, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,3.0,335.0,11777778.0,53000000.0
"Ciputat Timur, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,4.0,400.0,12732095.0,48000000.0
"Villa Cinere Mas, Ciputat Timur, Tangerang Selatan, Banten",7,6.0,4.0,325.0,23489933.0,70000000.0
"Jalan Legoso Ciputat Tangsel, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,3.0,98.0,17261905.0,14500000.0
"Jalan Legoso Ciputat Tangsel, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,3.0,98.0,17307692.0,13500000.0
"Jalan Legoso Ciputat Tangsel, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,3.0,98.0,17307692.0,13500000.0
"Graha Bunga, Serpong Utara, Tangerang Selatan, Banten",14,2.0,2.0,60.0,18750000.0,13500000.0
"Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,60.0,18309859.0,13000000.0
"Cirendeu, Ciputat Timur, Tangerang Selatan, Banten",7,3.0,1.0,124.0,17741935.0,22000000.0
"Lumina, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,120.0,33333333.0,35000000.0
"Vanya Park, BSD, Tangerang Selatan, Banten",1,3.0,2.0,100.0,23376623.0,18000000.0
"Serpong, Tangerang Selatan, Banten",13,3.0,2.0,75.0,13306667.0,
"Jln.kampung kandang,gang betet gunung sindur, Pamulang, Tangerang Selatan, Banten",11,3.0,3.0,66.0,10002058.0,
"Jln.Kampung Kandang,bebet victor gn.Sindur, Serpong, Tangerang Selatan, Banten",13,3.0,3.0,66.0,8468092.0,
"Jln.cibeuteng muara,Parung,Ciseeng, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,36.0,3917420.0,
"Bintaro, Tangerang Selatan, Banten",2,8.0,6.0,500.0,12330827.0,82000000.0
"Jln.Kampung Kandang, Setu, Tangerang Selatan, Banten",16,2.0,1.0,36.0,6683794.0,
"Cikini Raya, Pondok Aren, Tangerang Selatan, Banten",12,5.0,3.0,400.0,19411765.0,66000000.0
"Graharaya, Pakujaya, Serpong Utara, Tangerang Selatan, Banten",14,2.0,2.0,69.0,20000000.0,12000000.0
"Sektor 9  bintaro jaya / dd, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,120.0,28333333.0,29750000.0
"Graharaya, Pakujaya, Serpong Utara, Tangerang Selatan, Banten",14,2.0,1.0,33.0,15000000.0,
"bintaro, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,55.0,10000000.0,
"Sektor 9 bintaro jaya/ stdd, Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,250.0,19444444.0,35000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,4.0,4.0,180.0,25781250.0,33000000.0
"Jl Rajawali Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,137.0,16428571.0,69000000.0
"Jl Pandawa, Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,110.0,18131868.0,16500000.0
"Sektor 5 / id, Bintaro, Tangerang Selatan, Banten",2,8.0,6.0,500.0,12330827.0,82000000.0
"BSD, Tangerang Selatan, Banten",1,3.0,2.0,70.0,16633333.0,
"Jl. Ceger Raya, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,106.0,25319444.0,18230000.0
"Jl. Ceger Raya, Jurang Mangu Barat, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,121.0,29902778.0,21530000.0
"Jl Pondok Betung, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,136.0,33783784.0,25000000.0
"BSD, Tangerang Selatan, Banten",1,5.0,4.0,194.0,18078512.0,43750000.0
"Bintaro, Pondok Aren, Tangerang Selatan, Banten",12,6.0,3.0,100.0,19444444.0,21000000.0
"Bintaro Sektor 2, Bintaro, Tangerang Selatan, Banten",2,6.0,3.0,220.0,15555556.0,28000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,203.0,15873016.0,50000000.0
"Discovery Bintaro Sektor 9, Pondok Aren, Tangerang Selatan, Banten",12,3.0,3.0,80.0,28235294.0,24000000.0
"Discovery Bintaro, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,185.0,25925926.0,35000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,230.0,28494624.0,53000000.0
"The Icon BSD, BSD, Tangerang Selatan, Banten",1,3.0,2.0,73.0,19196429.0,21500000.0
"BSD, Tangerang Selatan, Banten",1,4.0,4.0,180.0,16111111.0,29000000.0
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,200.0,19444444.0,35000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,66.0,20218182.0,11120000.000000002
"BSD, Tangerang Selatan, Banten",1,4.0,5.0,320.0,17966102.0,53000000.0
"Jl Kana 3 BSD, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",13,4.0,3.0,220.0,21000000.0,31500000.0
"Alam Sutera, Tangerang Selatan, Banten",0,6.0,5.0,1500.0,32679739.0,250000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,170.0,28333333.0,34000000.0
"Giriloka, Serpong, Tangerang Selatan, Banten",13,4.0,3.0,200.0,11111111.0,40000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,192.0,36000000.0,54000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,210.0,32222222.0,43500000.0
"Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,40.0,8106061.0,
"Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,32.0,13500000.0,
"Emerald Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,200.0,25000000.0,45000000.0
"Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,32.0,13333333.0,
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,110.0,24545455.0,27000000.0
"Ciputat Timur, Tangerang Selatan, Banten",7,4.0,4.0,170.0,16296296.0,22000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,75.0,17500000.0,10500000.0
"Ciputat Timur, Tangerang Selatan, Banten",7,4.0,3.0,85.0,17857143.0,15000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,200.0,24242424.0,32000000.0
"Griya Loka, BSD, Tangerang Selatan, Banten",1,5.0,4.0,150.0,12715517.0,29500000.0
"Pondok Aren, Tangerang Selatan, Banten",12,2.0,1.0,45.0,10080645.0,
"Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,60.0,8166667.0,
"Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,160.0,13716814.0,15500000.0
"Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,65.0,20000000.0,13000000.0
"Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,90.0,11428571.0,
"Jalan Sutera, Alam Sutera, Tangerang Selatan, Banten",0,6.0,5.0,200.0,22222222.0,34000000.0
"Anartha House, BSD, Tangerang Selatan, Banten",1,6.0,3.0,89.0,29687500.0,
"BSD, Tangerang Selatan, Banten",1,4.0,2.0,200.0,12500000.0,14000000.0
"Jl kebon kopi pengasinan gunung Sindur, Serpong, Tangerang Selatan, Banten",13,3.0,3.0,66.0,10833333.0,
"Jl Nias Villa Bintaro Regency Pondok Aren, Pondok Aren, Tangerang Selatan, Banten",12,3.0,1.0,80.0,11805556.0,12750000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,250.0,24293785.0,43000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,5.0,400.0,18000000.0,72000000.0
"Bintaro, Tangerang Selatan, Banten",2,6.0,5.0,500.0,17808219.0,65000000.0
"Jalan Talas IV, Pamulang, Tangerang Selatan, Banten",11,3.0,3.0,76.0,12763889.0,
"Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,45.0,7187500.0,
"Serpong, Tangerang Selatan, Banten",13,5.0,4.0,163.0,29411765.0,45000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,180.0,18560606.0,24500000.0
"BSD, Tangerang Selatan, Banten",1,4.0,4.0,200.0,19545455.0,43000000.0
"Jln. Boulevard utama bintaro sektor 7 Tangsel, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,320.0,19407008.0,72000000.0
"Jl BSD, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",13,6.0,4.0,350.0,12500000.0,58000000.0
"BSD, Tangerang Selatan, Banten",1,5.0,4.0,215.0,22000000.0,55000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,271.0,15996344.0,87500000.0
"Pamulang, Tangerang Selatan,  Banten, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,55.0,12850000.0,
"Ciputat, Tangerang Selatan, Banten",6,4.0,4.0,110.0,14761905.0,15500000.0
"BSD, Tangerang Selatan, Banten",1,4.0,3.0,115.0,12250000.0,24500000.0
"BSD, Tangerang Selatan, Banten",1,2.0,2.0,75.0,10427807.0,19500000.0
"Pamulang, Tangerang Selatan, Banten",11,3.0,3.0,100.0,10975610.0,13500000.0
"Ciputat Timur, Tangerang Selatan, Banten",7,3.0,3.0,200.0,8860759.0,35000000.0
"BSD, Tangerang Selatan, Banten",1,2.0,1.0,55.0,12857143.0,14400000.0
"Serpong, Tangerang Selatan, Banten",13,2.0,1.0,33.0,10000000.0,
"Setu, Tangerang Selatan, Banten",16,2.0,2.0,59.0,11309524.0,
"Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,70.0,15412844.0,16800000.0
"Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,90.0,10518135.0,20299999.999999996
"Jalan Alicante Boulevard Timur, Serpong, Tangerang Selatan, Banten",13,4.0,5.0,202.0,14444444.0,26000000.0
"Serpong, Tangerang Selatan, Banten",13,4.0,3.0,220.0,22000000.0,27500000.0
"Bintaro jaya sektor 9, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,250.0,23446328.0,41500000.0
"BSD, Tangerang Selatan, Banten",1,3.0,1.0,66.0,13616071.0,15250000.0
"BSD, Tangerang Selatan, Banten",1,7.0,5.0,450.0,15235457.0,55000000.0
"Serpong, Tangerang Selatan, Banten",13,2.0,2.0,80.0,8552632.0,13000000.0
"BSD, Tangerang Selatan, Banten",1,2.0,2.0,58.0,10714286.0,
"Cluster Malibu Village Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",8,2.0,2.0,63.0,32472083.0,15586600.0
"Serpong, Tangerang Selatan, Banten",13,2.0,2.0,90.0,8869048.0,
"Ciputat, Tangerang Selatan, Banten",6,2.0,2.0,114.0,11177988.0,130000000.0
"Summerecon gading serpong, Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,120.0,27314815.0,29500000.0
"Summerecon, Gading Serpong, Tangerang Selatan, Banten",8,2.0,2.0,122.0,17500000.0,24500000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,300.0,12500000.0,25000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,180.0,21739130.0,25000000.0
"Jl.Palapa Sarua, Ciputat, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,40.0,8333333.0,
"BSD, Tangerang Selatan, Banten",1,5.0,4.0,265.0,18867925.0,40000000.0
"Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,65.0,8800000.0,11000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,180.0,15000000.0,27000000.0
"BSD, Tangerang Selatan, Banten",1,3.0,3.0,210.0,13852243.0,52500000.0
"Puter, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,150.0,13055556.0,23500000.0
"Ciputat Timur, Tangerang Selatan, Banten",7,4.0,3.0,103.0,22807018.0,26000000.0
"Tekukur, Bintaro, Tangerang Selatan, Banten",2,6.0,7.0,360.0,23484848.0,62000000.0
"Cempaka Rengas Tangsel, Bintaro, Tangerang Selatan, Banten",2,6.0,5.0,800.0,13000000.0,130000000.0
"Jalan Pahlawan, Ciputat Timur, Tangerang Selatan, Banten",7,5.0,4.0,1300.0,31111111.0,140000000.0
"Jln Ir H Juanda Ciputat, Ciputat Timur, Tangerang Selatan, Banten",7,5.0,4.0,400.0,6569343.0,45000000.0
"Pondok Aren, Tangerang Selatan, Banten",12,5.0,2.0,200.0,9644670.0,19000000.0
"River Park, Bintaro, Tangerang Selatan, Banten",2,5.0,5.0,1000.0,18333333.0,550000000.0
"Bsd, BSD, Tangerang Selatan, Banten",1,3.0,3.0,250.0,24333333.0,73000000.0
"Jombang, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,91.0,22727273.0,15000000.0
"BSD, Tangerang Selatan, Banten",1,4.0,2.0,80.0,14761905.0,18600000.0
"Jalan Kutilang, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,250.0,16666667.0,30000000.0
"Bintaro, Tangerang Selatan, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,180.0,25555556.0,23000000.0
"Setu, Tangerang Selatan, Banten",16,2.0,2.0,59.0,11904762.0,10000000.0
"kawasan nava park, kawasan kota mandiri, BSD, Tangerang Selatan, Banten",1,5.0,4.0,370.0,69565217.0,160000000.0
